"OperationType","Title","PublicationDate","Guid","Description","DescriptionIsParsable","QuickDescription","Notes","SubChanges"
"Adding","Exchange Online Protection","2/25/2016 11:30:36 AM","3b8b8100-80b3-4b4d-a2bb-f47dbacda315","Adding 6 New IP_Sets; 1/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 134.170.101.0/24], 2/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 157.56.116.0/25], 3/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.108.0/25], 4/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 157.56.110.0/23], 5/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 57.56.120.0/25], 6/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 57.55.234.0/24]. Notes: Adding IP ranges to the complete EOP IP list.","True","Adding 6 New IP_Sets","Adding IP ranges to the complete EOP IP list.",""
"InfoONly","Exchange Online Protection","2/25/2016 11:30:36 AM","507f181e-43ac-42c5-999c-1ee91e91c333","Notes: Fixed 23.103.144.0/22 to 23.103.144.0/20 & Fixed 157.55.133.160/27 to 157.55.133.0/25.","True","Information - read description",,""
"Adding","Exchange Online","2/29/2016 11:41:31 AM","4bfc5029-fe70-407e-b920-5cfb403afd60","Adding 1 New IP_Sets; 1/[Effective 3/29/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 191.232.96.0/19]. Notes: Adding IP range that wonĂ˘â‚¬â„˘t be live for 30+ days.","True","Adding 1 New IP_Sets","Adding IP range that wonĂ˘â‚¬â„˘t be live for 30+ days.",""
"Adding","Office 365 authentication and identity","2/29/2016 11:41:31 AM","105dfb30-3bfd-4502-9fe7-107efa204cfc","Adding 1 New FQDN; 1/[Effective 2/29/2016. Optional: Microsoft Azure Active Directory (MFA). ER: No. Port: TCP 443. secure.aadcdn.microsoftonline-p.com]. Notes: Clarifying MFA also relies on this FQDN and the FQDN needs to be in the IE Trusted Sites Zone.","True","Adding 1 New FQDN","Clarifying MFA also relies on this FQDN and the FQDN needs to be in the IE Trusted Sites Zone.",""
"Removing","Office 365 authentication and identity","2/29/2016 11:41:31 AM","e6018ef9-105d-4fb3-83bf-d5029fe7106e","Removing 3 Old FQDN; 1/[Effective 2/29/2016. Optional: Microsoft Azure Active Directory (MFA). ER: No. Port: TCP 443. pfd.phonefactor.net], 2/[Effective 2/29/2016. Optional: Microsoft Azure Active Directory (MFA). ER: No. Port: TCP 443. pfd2.phonefactor.net], 3/[Effective 2/29/2016. Optional: Microsoft Azure Active Directory (MFA). ER: No. Port: TCP 443. css.phonefactor.net]. Notes: Clarifying MFA for Office 365 doesnĂ˘â‚¬â„˘t require these endpoints.","True","Removing 3 Old FQDN","Clarifying MFA for Office 365 doesnĂ˘â‚¬â„˘t require these endpoints.",""
"InfoONly","Yammer","3/9/2016 4:06:53 PM","06dfb303-bfc5-4029-be71-07ef9205cfb4","Notes: Clarified that FQDNs need to be in the trusted sites zone.","True","Information - read description",,""
"InfoONly","SharePoint Online","3/9/2016 4:06:53 PM","b303bfd5-018f-4e81-86df-a204cfc402af","Notes: Clarified the differences between SharePoint Online, Office 365 Video, and OneNote. Also updated which FQDNs are required to be in the IE trusted sites zone.","True","Information - read description",,""
"Adding","Office 365 ProPlus","3/9/2016 4:06:53 PM","304bfc50-29fe-4700-bef9-205cfb403afd","Adding 6 New FQDNs; 1/[Effective 3/9/2016. Required: In-app redirection. ER: No. Port: TCP 80 & 443. ocsredir.officeapps.live.com], 2/[Effective 3/9/2016. Required: In-app redirection. ER: No. Port: TCP 80 & 443. r.office.microsoft.com], 3/[Effective 3/9/2016. Required: In-app redirection. ER: No. Port: TCP 80 & 443. officeredir.microsoft.com], 4/[Effective 3/9/2016. Required: In-app redirection. ER: No. Port: TCP 80 & 443. officepreviewredir.microsoft.com], 5/[Effective 3/9/2016. Required: In-app redirection. ER: No. Port: TCP 80 & 443. o15.officeredir.microsoft.com], 6/[Effective 3/9/2016. Required: Recent documents. ER: No. Port: TCP 443. ocws.officeapps.live.com]. Notes: Clarifying which FQDNs are used for what featuresĂ‚Â for Office 365 ProPlus. These FQDNs are already covered by existing wildcard entries; however, weĂ˘â‚¬â„˘re adding the more specific FQDNsĂ‚Â to allow more clarity in routing configurations. This is not an emergency change and you can add at your leisure. Also note, that there are additional clarifications required before we can remove any of the wildcards that cover these specific FQDNs.","True","Adding 6 New FQDNs","Clarifying which FQDNs are used for what featuresĂ‚Â for Office 365 ProPlus. These FQDNs are already covered by existing wildcard entries",""
"InfoONly","Office 365 endpoints","3/10/2016 5:57:31 PM","7ef9205c-fb30-43bf-9601-8fe8106dfa20","Note: As mentioned previously the XML download is not working properly. The XML download has a new date, but the file is still not generating properly. The new date indicates we've made progress with our internal tooling, but the file is still not working. We'll update the RSS feed with another note like this one to indicate when it is repaired.","True","Information - read description",,""
"Adding","Exchange Online","3/10/2016 5:57:31 PM","403afd60-18fe-4810-adfa-304bfc5029fe","Adding 2 New IP_Sets; 1/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 40.96.0.0/13], 2/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 40.104.0.0/15]. Notes: several new ranges required for Exchange Online. These are to support consolidation of our 40.x.x.x ranges and weĂ˘â‚¬â„˘ll announce which ranges can be removed once these new ranges are properly advertised over ExpressRoute.","True","Adding 2 New IP_Sets","several new ranges required for Exchange Online. These are to support consolidation of our 40.x.x.x ranges and weĂ˘â‚¬â„˘ll announce which ranges can be removed once these new ranges are properly advertised over ExpressRoute.",""
"Adding","Office 365 portal and shared","3/10/2016 5:57:31 PM","95b3c670-dd57-48d0-b0B1-6dba439e3da1","Adding 10 New IP_Sets; 1/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.117.229.194], 2/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.117.229.133], 3/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.117.100.187], 4/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.114.92.213], 5/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.117.96.104], 6/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.83.185.155], 7/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.83.190.168], 8/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.83.185.230], 9/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.83.187.76], 10/[Effective 5/1/2016. Required: Office 365 Portal. ER: Yes. Port: TCP 443. 40.112.187.89]. Notes: Adding IP addresses to support additional portal capacity.","True","Adding 10 New IP_Sets","Adding IP addresses to support additional portal capacity.",""
"Adding","Skype for Business Online","3/10/2016 5:57:31 PM","03bfd501-9fe7-4106-afa2-04cfc402afd6","Adding 3 New IP_Sets; 1/[Effective 5/1/2016. Required: Skype for Business Meeting Broadcast. ER: Yes. Port: TCP 443. 131.253.134.128/25], 2/[Effective 5/1/2016. Required: Skype for Business Meeting Broadcast. ER: Yes. Port: TCP 443. 131.253.133.0/25], 3/[Effective 5/1/2016. Required: Skype for Business Meeting Broadcast. ER: Yes. Port: TCP 443. 131.253.135.128/25]. Notes: Adding IP endpoints for Skype Meeting Broadcast.","True","Adding 3 New IP_Sets","Adding IP endpoints for Skype Meeting Broadcast.",""
"Adding","Office 365 authentication and identity","3/29/2016 12:55:12 PM","c5029fe7-007e-4f92-85cf-b403afd6018f","Adding 64 New IP_Sets; 1/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.12.18], 2/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.28.192], 3/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.53.128/25], 4/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.58.0/25], 5/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.151.0/25], 6/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.48.128/25], 7/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.55.0/25], 8/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.58.192/26], 9/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 132.245.165.0/25], 10/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 134.170.172.128/25], 11/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 134.170.67.0/25], 12/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.40.240.48/28], 13/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.209.144.16/29], 14/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.210.208.16/29], 15/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.210.48.8/29], 16/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.210.83.160/29], 17/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.211.152.32/27], 18/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.211.16.16/29], 19/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.211.216.32/27], 20/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.211.48.16/29], 21/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.211.88.16/28], 22/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.215.144.64/29], 23/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.215.184.16/29], 24/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.215.96.24/29], 25/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.41.13.120/29], 26/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.41.216.16/28], 27/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.42.72.16/29], 28/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.43.208.16/29], 29/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.43.240.16/29], 30/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.45.0.16/28], 31/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.45.208.104/29], 32/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.46.112.8/29], 33/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 104.46.224.64/28], 34/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 13.67.50.224/29], 35/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 13.75.48.16/29], 36/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 13.75.80.16/29], 37/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 191.237.248.32/29], 38/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 191.237.252.192/28], 39/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.101.112/28], 40/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.104.16/28], 41/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.112.64/29], 42/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.120.64/29], 43/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.16.168/29], 44/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.32.136/29], 45/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.64.24/29], 46/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.72.32/29], 47/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.80.64/29], 48/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.100.88.32/29], 49/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.144.136/29], 50/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.165.168/29], 51/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.181.128/29], 52/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.210.24/29], 53/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.222.240/28], 54/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.224.16/29], 55/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.226.16/28], 56/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 23.101.5.104/29], 57/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 40.112.64.16/28], 58/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 40.113.192.16/29], 59/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 40.114.120.16/29], 60/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 40.115.152.16/28], 61/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 40.127.67.24/29], 62/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 52.172.144.16/28], 63/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 65.52.1.16/29], 64/[Effective 5/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 65.52.193.136/29]. Notes: Adding more specific IP ranges within the large /16s that are already published. Also adding new ranges.","True","Adding 64 New IP_Sets","Adding more specific IP ranges within the large /16s that are already published. Also adding new ranges.",""
"Removing","SharePoint Online","3/29/2016 12:55:12 PM","afd6018e-f810-45df-b303-bfd5029fe710","Removing 3 Old IP_Sets: 1/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 104.209.130.88], 2/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.6.150], 3/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.9.150]. Notes: Clarifying the use of 104.209.130.88 for OneNote. Removing 13.107.6.150 & 13.107.9.150, which were unused and replacing with the endpoints that will be used.","True","Removing 3 Old IP_Sets: 1/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 104.209.130.88",,""
"Adding","SharePoint Online","3/29/2016 12:55:13 PM","4cfc402a-fd60-418e-b810-5dfb303bfd50","Adding 9 New IP_Sets; 1/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.6.150/31], 2/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.9.150/31], 3/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.232.0.0/23], 4/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.8.0/21], 5/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.76.0/23], 6/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.128.0/21], 7/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.144.0/20], 8/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.192.0/19], 9/[Effective 5/1/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.235.0.0/20]. Notes: These endpoints will be supported over both the internet and ExpressRoute as of 5/1.","True","Adding 9 New IP_Sets","These endpoints will be supported over both the internet and ExpressRoute as of 5/1.",""
"Adding","Office 365 portal and shared","3/29/2016 12:55:12 PM","16a6af7a-78fe-4aff-a0c2-48b0e8b3256b","Adding 1 New FQDN; 1/[Effective 3/30/2016. Optional: Azure Rights Management Services (RMS). ER: No. Port: TCP 443. ecn.dev.virtualearth.net]. Notes: Additional FQDN required for RMS.","True","Adding 1 New FQDN","Additional FQDN required for RMS.",""
"Adding","Office 365 portal and shared","3/29/2016 12:55:12 PM","8ef8105d-fb30-43bf-9502-9fe7107efa20","Adding 10 New IP_Sets; 1/[Effective 5/1/2016. Required: Portal and Shared ER: Yes. Port: TCP 443. 13.71.145.72], 2/[Effective 5/1/2016. Required: Portal and Shared ER: Yes. Port: TCP 443. 13.71.147.220], 3/[Effective 5/1/2016. Required: Portal and Shared ER: Yes. Port: TCP 443. 13.71.145.114], 4/[Effective 5/1/2016. Required: Portal and Shared ER: Yes. Port: TCP 443. 13.71.148.74], 5/[Effective 5/1/2016. Required: Portal and Shared ER: Yes. Port: TCP 443. 13.71.145.122], 6/[Effective 5/1/2016. Required: Portal and Shared ER: No. Port: TCP 443. 2603:1040:401::d:80], 7/[Effective 5/1/2016. Required: Portal and Shared ER: No. Port: TCP 443. 2603:1040:401::a], 8/[Effective 5/1/2016. Required: Portal and Shared ER: No. Port: TCP 443. 2603:1040:401::9], 9/[Effective 5/1/2016. Required: Portal and Shared ER: No. Port: TCP 443. 2603:1040:401::b], 10/[Effective 5/1/2016. Required: Portal and Shared ER: No. Port: TCP 443. 2603:1040:401::c]. Notes: Additional endpoints to support portal and shared.","True","Adding 10 New IP_Sets","Additional endpoints to support portal and shared.",""
"Adding","Office 365 Video","3/29/2016 12:55:12 PM","d6018fe8-106d-4fa3-84cf-c4029fe7017e","Adding 2 New FQDNs; 1/[Effective 3/30/2016. Required: Office 365 Video. ER: No. Port: TCP 443. *. keydelivery.mediaservices.windows.net]. 2/[Effective 3/30/2016. Required: Office 365 Video. ER: No. Port: TCP 443. *.streaming.mediaservices.windows.net]. Notes: After further investigation, reverting back to the wildcard.","True","Adding 2 New FQDNs",,""
"InfoONly","Exchange Online","3/29/2016 12:55:12 PM","4f1350d6-accf-4119-b5dc-7b6d2f2da7a8","Notes: Clarifying that port 80 is required for Exchange Online.","True","Information - read description",,""
"Adding","Office 365 ProPlus","3/29/2016 12:55:12 PM","3bfd5029-fe71-407e-ba20-4cfc402afd60","Adding 2 New FQDNs; 1/[Effective 3/30/2016. Required: Office 365 ProPlus. ER: No. Port: TCP 80 & 443. ocsa.officeapps.live.com], 1/[Effective 3/30/2016. Required: Office 365 ProPlus. ER: No. Port: TCP 80 & 443. insertmedia.bing.office.net]. Notes: clarifying additional endpoints underneath the wildcards *.live.com and *.office.net.","True","Adding 2 New FQDNs","clarifying additional endpoints underneath the wildcards *.live.com and *.office.net.",""
"Adding","Skype for Business Online","3/29/2016 12:55:12 PM","19fe8106-efa2-404c-bc40-2afe6018ef91","Adding 24 New IP_Sets; 1/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.145.128/25], 2/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.166.192/26], 3/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.145.0/25], 4/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.166.128/26], 5/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.137.128/25], 6/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.163.128/26], 7/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.138.0/25], 8/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.163.192/26], 9/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.164.192/26], 10/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.139.128/25], 11/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.144.128/25], 12/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 131.253.166.64/26], 13/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:2047:2::/64], 14/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:2047:1::/64], 15/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:2048:2::/64], 16/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:2048:1::/64], 17/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:f406:3406::/64], 18/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:f406:3405::/64], 19/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:200f:11::/64], 20/[Effective 5/1/2016. Required: Skype for Business. ER: No. Port: TCP 443. 2a01:111:200f:10::/64], 21/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 13.107.8.0/24], 22/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 104.44.195.0/24], 23/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 104.44.200.0/24], 24/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 104.44.201.0/24]. Notes: Adding additional endpoints required for SFB.","True","Adding 24 New IP_Sets","Adding additional endpoints required for SFB.",""
"Adding","Exchange Online","3/29/2016 7:44:28 PM","afe6017e-f910-45df-b303-bfd5019fe710","Adding 7 New IP_Sets; 1/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.24.0/25], 2/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.96.16/28], 3/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.96.224/29], 4/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.96.232/29], 5/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.106.128/28], 6/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.232.0/21], 7/[Effective 5/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 80 & 443. 157.56.240.0/20]. Notes: Adding more specific subnets.","True","Adding 7 New IP_Sets","Adding more specific subnets.",""
"Adding","Skype for Business Online","4/1/2016 1:30:52 PM","8106dfa3-04cf-4c40-a9fe-7017ef9205df","Adding 2 New IP_Sets; 1/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. 131.253.128.0/19], 2/[Effective 5/1/2016. Required: Skype for Business. ER: Yes. 131.253.160.0/20]. Notes: Adding additional endpoints required for SfB. These two larger ranges will replace a significant portion of the smaller subnets previously listed.","True","Adding 2 New IP_Sets","Adding additional endpoints required for SfB. These two larger ranges will replace a significant portion of the smaller subnets previously listed.",""
,"Office 365 endpoint XML","4/1/2016 1:30:52 PM","c8780112-60d2-4b59-8181-9ce7b39d20b2","The XML file is generating appropriately and matchesĂ‚Â theĂ‚Â webpage (https://support.office.com/article/Office-365-URLs-and-IP-address-ranges-8548a211-3fe7-47cb-abb1-355ea5aa88a2) which is currently the source of record.","False",,,
"Adding","Office Online","4/5/2016 6:27:42 PM","5b855744-64ce-4788-887d-64c4aab79946","Adding 19 New IP_Sets; 1/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 13.69.187.20], 2/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 13.92.126.26], 3/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 23.103.183.15], 4/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.112.215.106], 5/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.121.80.219], 6/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.40.225.204], 7/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.214.38.136], 8/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.27.86], 9/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.48.20], 10/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.48.22], 11/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.65.86], 12/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.170.86], 13/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 168.63.99.250], 14/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.126.236.216], 15/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.127.79.139], 16/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.211.103.207], 17/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.211.229.230], 18/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.74.130.243], 19/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 13.71.155.176]. Notes: Adding additional IP addresses required for Office Online. Some of these IP addresses are included in larger ranges previously published, those ranges will soon be removed leaving just these endpoints for Office Online.","True","Adding 19 New IP_Sets",,""
"Removing","Office Online","4/5/2016 6:27:42 PM","cb6df7e7-9ddb-49eb-a229-2967d0f506e7","Removing 4 Old IP_Sets; 1/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 23.102.157.61], 2/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.215.194.17], 3/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 204.79.197.204], 4/[Effective 4/7/2016. Required: Office Online. ER: Yes. Port: TCP 443. 204.79.197.205]. Notes: remove at your convenience, no longer used for Office Online.","True","Removing 4 Old IP_Sets",,""
"InfoONly","Office 365","4/8/2016 5:19:54 PM","ef8105df-b303-4bfd-9029-fe7107efa204","Notes: Clarifying some Exchange Hybrid Configuration Wizard and Azure RMS endpoints may be available over the Azure Public routing domain. Also adding a reference to the Office 365 Import Service.","True","Information - read description",,""
"InfoONly","SharePoint Online","4/8/2016 5:19:54 PM","5cfb403a-fd60-418e-b810-6dfa304bfc50","Notes: Clarifying SPO ranges availability over ExpressRoute. The IP address ranges reported on 3/29 for SPO are now available over both the Internet and ExpressRoute. Previously a portion of the endpoints were only available over the Internet. Also clarified the CIDR formatting for the two unchanged rangesĂ‚Â 13.107.6.150-151 & 13.107.9.150-151.","True","Information - read description",,""
